store_id,context_len,mae_all,mae_open,mae_closed,n_open,n_closed
762,512,379.6929117838542,395.26407564603363,278.4803466796875,26,4
763,512,494.94847005208334,513.6375638521635,373.4693603515625,26,4
764,512,438.9060302734375,470.02201021634613,236.65216064453125,26,4
765,512,747.2756184895833,807.8510366586538,353.535400390625,26,4
767,512,668.2662027994792,707.9366642878606,410.408203125,26,4
768,512,1448.30458984375,1528.0885291466345,929.708984375,26,4
769,512,905.0644205729167,905.0644205729167,,30,0
770,512,432.99810384114585,445.40657865084137,352.343017578125,26,4
772,512,459.1648681640625,492.3762770432692,243.29071044921875,26,4
773,512,333.385986328125,345.59131798377405,254.05133056640625,26,4
774,512,506.302587890625,539.4759803185096,290.675537109375,26,4
776,512,610.1408610026042,656.6131310096154,308.07110595703125,26,4
777,512,354.630908203125,356.0149113581731,345.6348876953125,26,4
779,512,436.74663899739585,455.2085993840144,316.743896484375,26,4
780,512,368.4932454427083,375.51305213341345,322.864501953125,26,4
781,512,376.6327718098958,403.91539588341345,199.29571533203125,26,4
782,512,545.7644368489583,569.9830416165865,388.343505859375,26,4
783,512,535.4686848958333,541.4156588040865,496.8133544921875,26,4
784,512,743.513818359375,781.0170522836538,499.7427978515625,26,4
785,512,722.8891927083333,760.0596829927885,481.281005859375,26,4
786,512,377.39589436848956,411.66856501652643,154.62353515625,26,4
787,512,876.3335123697917,900.4049166165865,719.869384765625,26,4
788,512,1415.4241861979167,1543.6888897235576,581.70361328125,26,4
789,512,287.0707275390625,317.3242750901442,90.42266845703125,26,4
790,512,645.860693359375,659.3594876802885,558.1185302734375,26,4
791,512,825.9422688802083,854.9606370192307,637.3228759765625,26,4
792,512,684.21962890625,701.2734750600962,573.36962890625,26,4
793,512,570.412890625,580.2046086237981,506.7667236328125,26,4
794,512,203.99889322916667,223.92448542668268,74.4825439453125,26,4
795,512,459.20908610026044,472.6163283128005,372.06201171875,26,4
796,512,511.1227213541667,502.3099834735577,568.405517578125,26,4
798,512,618.9328287760417,635.1300330528846,513.6510009765625,26,4
799,512,993.5961588541667,1075.998065655048,457.9837646484375,26,4
800,512,470.253125,493.211181640625,321.0257568359375,26,4
801,512,663.2820393880208,684.9600454477163,522.375,26,4
802,512,737.44501953125,760.7634465144231,585.875244140625,26,4
803,512,657.1009847005208,656.3336087740385,662.0889282226562,26,4
807,512,791.130419921875,817.1761380709135,621.833251953125,26,4
808,512,770.2583658854167,813.1253380408654,491.623046875,26,4
809,512,930.3681803385417,993.8802020733173,517.5400390625,26,4
810,512,536.6723795572917,561.5102069561298,375.22650146484375,26,4
811,512,400.8678955078125,446.21548227163464,106.10858154296875,26,4
812,512,565.5412516276042,590.032217172476,406.3499755859375,26,4
813,512,549.1670572916667,589.2144118088943,288.8592529296875,26,4
814,512,670.0032552083334,711.5495793269231,399.9521484375,26,4
816,512,537.3056233723959,590.1241267277644,193.9853515625,26,4
817,512,1142.5422526041666,1139.4945537860576,1162.352294921875,26,4
818,512,788.99814453125,821.1545973557693,579.981201171875,26,4
819,512,559.6536295572917,592.6631610576923,345.0916748046875,26,4
821,512,772.0506184895834,823.8746619591346,435.1943359375,26,4
822,512,818.1210367838542,857.6837721604568,560.9632568359375,26,4
823,512,544.476611328125,563.2779071514423,422.2681884765625,26,4
824,512,770.7526204427083,812.0422738882212,502.369873046875,26,4
826,512,746.543896484375,763.0523963341346,639.2386474609375,26,4
